id,drug_name,generic_name,drug_strength,dosage_type,clinic
9371,Ibuprofen,Aspirin,250mg,Syrup,8938
9372,Cetirizine,Paracetamol,5ml,Tablet,15975
9373,Aspirin,Amoxicillin,250mg,Tablet,5003
9374,Cetirizine,Aspirin,5ml,Capsule,10831
9375,Ibuprofen,Metformin,650mg,Syrup,17711
9376,Paracetamol,Cetirizine,250mg,Tablet,15694
9377,Aspirin,Ibuprofen,500mg,Syrup,5271
9378,Paracetamol,Cetirizine,500mg,Capsule,4033
9379,Paracetamol,Cetirizine,650mg,Capsule,10226
9380,Paracetamol,Ibuprofen,650mg,Tablet,9177
9381,Metformin,Aspirin,5ml,Capsule,19141
9382,Amoxicillin,Metformin,650mg,Tablet,19873
9383,Aspirin,Cetirizine,650mg,Capsule,5734
9384,Cetirizine,Ibuprofen,500mg,Tablet,4127
9385,Metformin,Paracetamol,5ml,Syrup,1332
9386,Amoxicillin,Paracetamol,5ml,Injection,17533
9387,Amoxicillin,Cetirizine,650mg,Injection,2653
9388,Ibuprofen,Cetirizine,5ml,Capsule,13387
9389,Paracetamol,Aspirin,650mg,Capsule,12285
9390,Amoxicillin,Amoxicillin,250mg,Syrup,15919
9391,Paracetamol,Aspirin,500mg,Injection,19448
9392,Ibuprofen,Metformin,250mg,Syrup,1007
9393,Metformin,Paracetamol,650mg,Syrup,4164
9394,Aspirin,Amoxicillin,500mg,Tablet,15735
9395,Aspirin,Aspirin,650mg,Tablet,14980
9396,Paracetamol,Paracetamol,650mg,Syrup,4871
9397,Cetirizine,Metformin,5ml,Syrup,13823
9398,Cetirizine,Ibuprofen,5ml,Injection,10496
9399,Amoxicillin,Amoxicillin,650mg,Tablet,18287
9400,Metformin,Cetirizine,250mg,Capsule,14231
9401,Metformin,Metformin,250mg,Syrup,14879
9402,Aspirin,Ibuprofen,250mg,Tablet,6796
9403,Cetirizine,Paracetamol,650mg,Injection,5014
9404,Ibuprofen,Metformin,650mg,Tablet,12051
9405,Metformin,Paracetamol,250mg,Syrup,17723
9406,Metformin,Metformin,5ml,Syrup,18473
9407,Ibuprofen,Paracetamol,5ml,Syrup,4606
9408,Aspirin,Ibuprofen,250mg,Tablet,9730
9409,Aspirin,Aspirin,5ml,Injection,750
9410,Metformin,Amoxicillin,250mg,Capsule,1055
9411,Metformin,Amoxicillin,500mg,Syrup,4328
9412,Aspirin,Cetirizine,5ml,Tablet,6202
9413,Aspirin,Aspirin,5ml,Syrup,3722
9414,Metformin,Metformin,250mg,Tablet,19703
9415,Metformin,Amoxicillin,5ml,Injection,6104
9416,Metformin,Metformin,250mg,Tablet,11070
9417,Ibuprofen,Amoxicillin,5ml,Capsule,5657
9418,Aspirin,Cetirizine,500mg,Tablet,633
9419,Metformin,Aspirin,500mg,Tablet,6328
9420,Metformin,Aspirin,650mg,Tablet,15506
9421,Ibuprofen,Amoxicillin,250mg,Syrup,4156
9422,Paracetamol,Paracetamol,250mg,Syrup,2529
9423,Paracetamol,Amoxicillin,500mg,Syrup,3339
9424,Paracetamol,Aspirin,650mg,Tablet,13654
9425,Aspirin,Paracetamol,650mg,Syrup,8946
9426,Metformin,Aspirin,5ml,Injection,19628
9427,Ibuprofen,Metformin,650mg,Syrup,15726
9428,Ibuprofen,Aspirin,5ml,Capsule,17937
9429,Paracetamol,Ibuprofen,5ml,Tablet,13920
9430,Aspirin,Cetirizine,650mg,Syrup,12994
9431,Ibuprofen,Cetirizine,650mg,Injection,6831
9432,Amoxicillin,Ibuprofen,250mg,Capsule,14318
9433,Metformin,Ibuprofen,500mg,Syrup,17830
9434,Metformin,Ibuprofen,650mg,Injection,17093
9435,Paracetamol,Ibuprofen,500mg,Syrup,3791
9436,Paracetamol,Metformin,5ml,Capsule,5639
9437,Amoxicillin,Aspirin,5ml,Capsule,17434
9438,Paracetamol,Ibuprofen,250mg,Tablet,10952
9439,Amoxicillin,Paracetamol,5ml,Syrup,10630
9440,Metformin,Ibuprofen,250mg,Capsule,5664
9441,Ibuprofen,Paracetamol,650mg,Capsule,12311
9442,Ibuprofen,Amoxicillin,500mg,Injection,12416
9443,Paracetamol,Amoxicillin,5ml,Capsule,15912
9444,Paracetamol,Metformin,500mg,Tablet,12622
9445,Aspirin,Aspirin,250mg,Tablet,8470
9446,Metformin,Ibuprofen,650mg,Syrup,3886
9447,Ibuprofen,Cetirizine,650mg,Tablet,10402
9448,Aspirin,Cetirizine,650mg,Tablet,13519
9449,Cetirizine,Aspirin,650mg,Tablet,10923
9450,Paracetamol,Metformin,650mg,Syrup,10185
9451,Ibuprofen,Aspirin,500mg,Syrup,18287
9452,Aspirin,Cetirizine,650mg,Capsule,15511
9453,Metformin,Metformin,650mg,Syrup,7682
9454,Metformin,Cetirizine,250mg,Injection,10434
9455,Metformin,Ibuprofen,250mg,Injection,13844
9456,Amoxicillin,Amoxicillin,500mg,Capsule,9085
9457,Aspirin,Metformin,250mg,Injection,19571
9458,Cetirizine,Metformin,5ml,Syrup,14168
9459,Ibuprofen,Ibuprofen,5ml,Syrup,16603
9460,Metformin,Cetirizine,5ml,Capsule,3670
9461,Paracetamol,Amoxicillin,5ml,Injection,10283
9462,Metformin,Ibuprofen,5ml,Injection,19778
9463,Cetirizine,Aspirin,500mg,Tablet,4670
9464,Metformin,Paracetamol,500mg,Capsule,11692
9465,Amoxicillin,Amoxicillin,650mg,Tablet,1850
9466,Paracetamol,Aspirin,5ml,Injection,9416
9467,Metformin,Paracetamol,500mg,Tablet,11656
9468,Amoxicillin,Aspirin,650mg,Capsule,14935
9469,Paracetamol,Amoxicillin,5ml,Injection,5585
9470,Paracetamol,Ibuprofen,650mg,Tablet,8239
9471,Paracetamol,Ibuprofen,5ml,Syrup,8521
9472,Paracetamol,Amoxicillin,500mg,Syrup,17252
9473,Metformin,Aspirin,250mg,Syrup,17155
9474,Paracetamol,Metformin,650mg,Syrup,531
9475,Amoxicillin,Ibuprofen,500mg,Injection,1616
9476,Ibuprofen,Paracetamol,500mg,Injection,17746
9477,Amoxicillin,Ibuprofen,250mg,Syrup,8962
9478,Amoxicillin,Cetirizine,250mg,Injection,10111
9479,Ibuprofen,Amoxicillin,250mg,Capsule,6282
9480,Ibuprofen,Amoxicillin,500mg,Injection,12988
9481,Metformin,Metformin,650mg,Injection,24
9482,Metformin,Amoxicillin,500mg,Syrup,13411
9483,Aspirin,Metformin,250mg,Tablet,15679
9484,Paracetamol,Cetirizine,250mg,Tablet,7485
9485,Metformin,Metformin,650mg,Injection,11755
9486,Metformin,Cetirizine,250mg,Syrup,2874
9487,Paracetamol,Metformin,650mg,Capsule,19116
9488,Metformin,Paracetamol,250mg,Injection,12468
9489,Amoxicillin,Ibuprofen,500mg,Capsule,19199
9490,Cetirizine,Aspirin,5ml,Tablet,3565
9491,Metformin,Cetirizine,500mg,Capsule,17686
9492,Paracetamol,Aspirin,5ml,Tablet,2804
9493,Ibuprofen,Amoxicillin,250mg,Syrup,16948
9494,Metformin,Aspirin,250mg,Injection,18319
9495,Metformin,Cetirizine,5ml,Capsule,636
9496,Amoxicillin,Paracetamol,650mg,Syrup,482
9497,Aspirin,Metformin,650mg,Capsule,15240
9498,Cetirizine,Cetirizine,5ml,Injection,15481
9499,Amoxicillin,Ibuprofen,5ml,Injection,9402
9500,Amoxicillin,Paracetamol,250mg,Capsule,15453
9501,Ibuprofen,Metformin,650mg,Tablet,574
9502,Amoxicillin,Metformin,5ml,Tablet,2970
9503,Paracetamol,Metformin,5ml,Syrup,17215
9504,Cetirizine,Paracetamol,250mg,Injection,6972
9505,Amoxicillin,Ibuprofen,650mg,Tablet,5557
9506,Ibuprofen,Cetirizine,5ml,Tablet,13171
9507,Paracetamol,Metformin,500mg,Tablet,6846
9508,Ibuprofen,Aspirin,5ml,Tablet,16170
9509,Amoxicillin,Paracetamol,500mg,Syrup,8055
9510,Paracetamol,Cetirizine,250mg,Syrup,14042
9511,Cetirizine,Cetirizine,500mg,Syrup,3528
9512,Amoxicillin,Paracetamol,250mg,Tablet,15842
9513,Amoxicillin,Paracetamol,500mg,Tablet,5882
9514,Paracetamol,Cetirizine,500mg,Capsule,17925
9515,Metformin,Cetirizine,250mg,Injection,5310
9516,Ibuprofen,Aspirin,5ml,Capsule,17120
9517,Cetirizine,Cetirizine,500mg,Tablet,4933
9518,Metformin,Amoxicillin,5ml,Tablet,217
9519,Ibuprofen,Amoxicillin,250mg,Injection,11201
9520,Amoxicillin,Metformin,650mg,Capsule,2000
9521,Metformin,Cetirizine,650mg,Injection,5468
9522,Paracetamol,Metformin,500mg,Capsule,5397
9523,Metformin,Metformin,250mg,Capsule,3343
9524,Aspirin,Ibuprofen,500mg,Capsule,12302
9525,Cetirizine,Paracetamol,250mg,Capsule,911
9526,Paracetamol,Amoxicillin,500mg,Tablet,17090
9527,Ibuprofen,Amoxicillin,500mg,Injection,12966
9528,Cetirizine,Cetirizine,500mg,Injection,2154
9529,Metformin,Amoxicillin,650mg,Tablet,7524
9530,Cetirizine,Paracetamol,250mg,Tablet,10629
9531,Ibuprofen,Paracetamol,250mg,Injection,5645
9532,Aspirin,Cetirizine,250mg,Syrup,7010
9533,Amoxicillin,Cetirizine,5ml,Tablet,1016
9534,Paracetamol,Aspirin,5ml,Syrup,19111
9535,Aspirin,Metformin,5ml,Syrup,1776
9536,Cetirizine,Aspirin,5ml,Syrup,14164
9537,Paracetamol,Cetirizine,250mg,Tablet,2261
9538,Paracetamol,Cetirizine,650mg,Capsule,12988
9539,Metformin,Paracetamol,650mg,Tablet,4454
9540,Amoxicillin,Cetirizine,650mg,Syrup,3730
9541,Ibuprofen,Amoxicillin,650mg,Tablet,16385
9542,Amoxicillin,Metformin,650mg,Injection,10397
9543,Ibuprofen,Ibuprofen,650mg,Capsule,14107
9544,Cetirizine,Cetirizine,650mg,Capsule,18960
9545,Aspirin,Ibuprofen,250mg,Syrup,3097
9546,Aspirin,Metformin,650mg,Syrup,10799
9547,Aspirin,Amoxicillin,500mg,Injection,11621
9548,Metformin,Metformin,500mg,Injection,15720
9549,Cetirizine,Ibuprofen,500mg,Capsule,1454
9550,Ibuprofen,Metformin,650mg,Syrup,6708
9551,Amoxicillin,Cetirizine,500mg,Injection,17959
9552,Metformin,Amoxicillin,250mg,Tablet,19004
9553,Amoxicillin,Ibuprofen,650mg,Injection,294
9554,Amoxicillin,Metformin,650mg,Capsule,17434
9555,Amoxicillin,Cetirizine,5ml,Injection,13042
9556,Metformin,Amoxicillin,5ml,Syrup,17096
9557,Amoxicillin,Aspirin,500mg,Syrup,275
9558,Metformin,Metformin,500mg,Syrup,10311
9559,Aspirin,Amoxicillin,5ml,Capsule,13126
9560,Paracetamol,Cetirizine,500mg,Capsule,9507
9561,Aspirin,Metformin,250mg,Tablet,12308
9562,Aspirin,Metformin,250mg,Injection,3905
9563,Ibuprofen,Aspirin,650mg,Syrup,12243
9564,Amoxicillin,Metformin,500mg,Syrup,2630
9565,Ibuprofen,Paracetamol,5ml,Capsule,11641
9566,Metformin,Cetirizine,500mg,Capsule,17997
9567,Amoxicillin,Paracetamol,5ml,Injection,3179
9568,Aspirin,Cetirizine,250mg,Syrup,3087
9569,Metformin,Paracetamol,650mg,Syrup,3293
9570,Cetirizine,Metformin,5ml,Syrup,6499
9571,Ibuprofen,Amoxicillin,650mg,Injection,18773
9572,Ibuprofen,Aspirin,5ml,Syrup,15627
9573,Cetirizine,Cetirizine,250mg,Injection,10515
9574,Paracetamol,Aspirin,5ml,Capsule,9823
9575,Amoxicillin,Metformin,5ml,Injection,19586
9576,Aspirin,Ibuprofen,250mg,Tablet,7442
9577,Ibuprofen,Ibuprofen,250mg,Syrup,14721
9578,Amoxicillin,Paracetamol,250mg,Tablet,11760
9579,Ibuprofen,Paracetamol,5ml,Injection,18207
9580,Metformin,Cetirizine,250mg,Injection,15383
9581,Paracetamol,Amoxicillin,250mg,Capsule,6556
9582,Ibuprofen,Metformin,650mg,Syrup,15603
9583,Cetirizine,Aspirin,250mg,Tablet,15569
9584,Cetirizine,Ibuprofen,250mg,Syrup,1736
9585,Ibuprofen,Amoxicillin,5ml,Capsule,2720
9586,Cetirizine,Aspirin,500mg,Capsule,5484
9587,Cetirizine,Paracetamol,5ml,Syrup,11157
9588,Aspirin,Metformin,500mg,Tablet,4995
9589,Amoxicillin,Cetirizine,650mg,Tablet,4995
9590,Amoxicillin,Metformin,500mg,Tablet,11316
9591,Aspirin,Cetirizine,650mg,Injection,8558
9592,Ibuprofen,Ibuprofen,250mg,Syrup,15256
9593,Cetirizine,Paracetamol,250mg,Tablet,13311
9594,Paracetamol,Cetirizine,250mg,Syrup,14084
9595,Ibuprofen,Aspirin,650mg,Syrup,7716
9596,Amoxicillin,Amoxicillin,250mg,Injection,9455
9597,Amoxicillin,Metformin,250mg,Syrup,372
9598,Amoxicillin,Amoxicillin,250mg,Tablet,7597
9599,Aspirin,Paracetamol,5ml,Syrup,17864
9600,Metformin,Aspirin,500mg,Tablet,10460
9601,Cetirizine,Ibuprofen,650mg,Capsule,18047
9602,Paracetamol,Metformin,250mg,Tablet,3076
9603,Metformin,Paracetamol,5ml,Injection,13795
9604,Cetirizine,Amoxicillin,500mg,Injection,19977
9605,Aspirin,Metformin,650mg,Injection,1533
9606,Cetirizine,Ibuprofen,250mg,Capsule,3692
9607,Metformin,Paracetamol,650mg,Syrup,4376
9608,Metformin,Aspirin,5ml,Syrup,16826
9609,Aspirin,Metformin,500mg,Syrup,4565
9610,Paracetamol,Ibuprofen,500mg,Capsule,11671
9611,Amoxicillin,Aspirin,500mg,Injection,114
9612,Amoxicillin,Paracetamol,500mg,Syrup,10168
9613,Amoxicillin,Metformin,5ml,Tablet,17144
9614,Amoxicillin,Cetirizine,5ml,Injection,12128
9615,Aspirin,Cetirizine,5ml,Injection,13367
9616,Cetirizine,Aspirin,5ml,Syrup,6346
9617,Metformin,Aspirin,650mg,Injection,3795
9618,Paracetamol,Paracetamol,500mg,Capsule,17437
9619,Paracetamol,Paracetamol,500mg,Capsule,6169
9620,Amoxicillin,Metformin,250mg,Syrup,3071
9621,Paracetamol,Amoxicillin,650mg,Syrup,16721
9622,Aspirin,Metformin,500mg,Injection,5414
9623,Ibuprofen,Amoxicillin,500mg,Syrup,11050
9624,Aspirin,Ibuprofen,5ml,Syrup,9535
9625,Ibuprofen,Aspirin,5ml,Syrup,8730
9626,Cetirizine,Cetirizine,5ml,Tablet,10271
9627,Metformin,Ibuprofen,250mg,Tablet,18126
9628,Paracetamol,Metformin,5ml,Injection,4305
9629,Ibuprofen,Amoxicillin,250mg,Tablet,11670
9630,Paracetamol,Metformin,650mg,Injection,6717
9631,Metformin,Ibuprofen,650mg,Tablet,8224
9632,Metformin,Amoxicillin,650mg,Tablet,3879
9633,Cetirizine,Cetirizine,650mg,Capsule,13653
9634,Paracetamol,Paracetamol,5ml,Capsule,18135
9635,Amoxicillin,Ibuprofen,500mg,Syrup,2036
9636,Amoxicillin,Aspirin,5ml,Injection,17342
9637,Amoxicillin,Ibuprofen,650mg,Injection,5720
9638,Amoxicillin,Cetirizine,250mg,Tablet,13128
9639,Metformin,Ibuprofen,250mg,Capsule,19675
9640,Ibuprofen,Aspirin,650mg,Capsule,3769
9641,Amoxicillin,Metformin,250mg,Tablet,5639
9642,Paracetamol,Metformin,5ml,Capsule,12282
9643,Paracetamol,Cetirizine,650mg,Injection,13965
9644,Paracetamol,Amoxicillin,5ml,Syrup,6432
9645,Aspirin,Paracetamol,5ml,Syrup,5666
9646,Paracetamol,Aspirin,5ml,Tablet,13940
9647,Paracetamol,Metformin,500mg,Capsule,1810
9648,Metformin,Aspirin,250mg,Syrup,8858
9649,Aspirin,Ibuprofen,5ml,Tablet,14713
9650,Cetirizine,Paracetamol,650mg,Injection,14613
9651,Ibuprofen,Ibuprofen,250mg,Tablet,12115
9652,Metformin,Cetirizine,250mg,Tablet,10410
9653,Metformin,Metformin,250mg,Tablet,13266
9654,Paracetamol,Ibuprofen,250mg,Tablet,11467
9655,Metformin,Aspirin,650mg,Capsule,14945
9656,Metformin,Cetirizine,650mg,Capsule,9993
9657,Ibuprofen,Metformin,250mg,Tablet,19319
9658,Cetirizine,Ibuprofen,650mg,Injection,14746
9659,Ibuprofen,Amoxicillin,250mg,Injection,6616
9660,Cetirizine,Aspirin,5ml,Tablet,4483
9661,Paracetamol,Amoxicillin,250mg,Syrup,12168
9662,Paracetamol,Amoxicillin,650mg,Tablet,1510
9663,Paracetamol,Cetirizine,5ml,Tablet,326
9664,Cetirizine,Cetirizine,650mg,Tablet,10005
9665,Ibuprofen,Cetirizine,250mg,Syrup,1731
9666,Metformin,Aspirin,250mg,Tablet,15369
9667,Metformin,Paracetamol,500mg,Syrup,15461
9668,Aspirin,Aspirin,5ml,Capsule,5354
9669,Amoxicillin,Aspirin,250mg,Injection,6305
9670,Ibuprofen,Paracetamol,5ml,Capsule,17007
9671,Metformin,Cetirizine,250mg,Syrup,15199
9672,Cetirizine,Ibuprofen,500mg,Syrup,4507
9673,Paracetamol,Amoxicillin,650mg,Syrup,3586
9674,Cetirizine,Ibuprofen,500mg,Capsule,5157
9675,Aspirin,Aspirin,650mg,Injection,6423
9676,Ibuprofen,Amoxicillin,500mg,Injection,2779
9677,Paracetamol,Aspirin,5ml,Syrup,2681
9678,Aspirin,Ibuprofen,650mg,Syrup,6042
9679,Aspirin,Ibuprofen,250mg,Tablet,10804
9680,Aspirin,Metformin,500mg,Syrup,9730
9681,Amoxicillin,Amoxicillin,500mg,Injection,14332
9682,Cetirizine,Paracetamol,500mg,Syrup,18672
9683,Paracetamol,Ibuprofen,5ml,Injection,6549
9684,Aspirin,Amoxicillin,250mg,Tablet,9807
9685,Amoxicillin,Ibuprofen,5ml,Tablet,6088
9686,Amoxicillin,Aspirin,650mg,Injection,14896
9687,Amoxicillin,Cetirizine,5ml,Syrup,4718
9688,Paracetamol,Ibuprofen,5ml,Injection,895
9689,Amoxicillin,Cetirizine,650mg,Injection,14826
9690,Metformin,Metformin,5ml,Injection,6382
9691,Cetirizine,Aspirin,250mg,Capsule,13410
9692,Cetirizine,Paracetamol,500mg,Injection,8208
9693,Metformin,Ibuprofen,650mg,Capsule,16706
9694,Cetirizine,Paracetamol,5ml,Injection,11746
9695,Paracetamol,Amoxicillin,250mg,Tablet,1075
9696,Amoxicillin,Aspirin,500mg,Capsule,5742
9697,Metformin,Cetirizine,250mg,Capsule,13777
9698,Amoxicillin,Metformin,250mg,Tablet,15891
9699,Cetirizine,Ibuprofen,250mg,Syrup,4374
9700,Cetirizine,Aspirin,250mg,Syrup,15212
9701,Metformin,Metformin,650mg,Injection,15483
9702,Metformin,Amoxicillin,5ml,Capsule,5344
9703,Cetirizine,Aspirin,250mg,Tablet,7649
9704,Aspirin,Aspirin,5ml,Tablet,13164
9705,Ibuprofen,Cetirizine,250mg,Tablet,2929
9706,Metformin,Cetirizine,650mg,Capsule,2797
9707,Aspirin,Cetirizine,5ml,Tablet,9102
9708,Amoxicillin,Metformin,5ml,Syrup,14590
9709,Aspirin,Metformin,250mg,Injection,9976
9710,Paracetamol,Cetirizine,250mg,Capsule,12128
9711,Cetirizine,Ibuprofen,650mg,Capsule,114
9712,Metformin,Paracetamol,650mg,Capsule,2654
9713,Cetirizine,Ibuprofen,5ml,Injection,3962
9714,Metformin,Cetirizine,500mg,Injection,9923
9715,Metformin,Metformin,250mg,Syrup,6075
9716,Aspirin,Ibuprofen,650mg,Tablet,15455
9717,Metformin,Ibuprofen,5ml,Tablet,7022
9718,Cetirizine,Ibuprofen,500mg,Syrup,17945
9719,Metformin,Cetirizine,650mg,Capsule,18239
9720,Cetirizine,Amoxicillin,650mg,Injection,8038
9721,Cetirizine,Amoxicillin,500mg,Syrup,1853
9722,Metformin,Paracetamol,250mg,Syrup,7669
9723,Cetirizine,Aspirin,250mg,Capsule,15703
9724,Amoxicillin,Paracetamol,5ml,Injection,13213
9725,Paracetamol,Ibuprofen,650mg,Capsule,10304
9726,Cetirizine,Ibuprofen,500mg,Injection,16559
9727,Paracetamol,Paracetamol,250mg,Capsule,9820
9728,Ibuprofen,Metformin,500mg,Tablet,11927
9729,Ibuprofen,Metformin,650mg,Syrup,10667
9730,Ibuprofen,Paracetamol,5ml,Injection,5835
9731,Aspirin,Metformin,5ml,Injection,12070
9732,Cetirizine,Ibuprofen,650mg,Syrup,653
9733,Ibuprofen,Metformin,500mg,Capsule,6101
9734,Amoxicillin,Metformin,250mg,Tablet,18243
9735,Ibuprofen,Metformin,650mg,Injection,16152
9736,Aspirin,Aspirin,500mg,Tablet,8107
9737,Cetirizine,Paracetamol,5ml,Injection,13154
9738,Cetirizine,Amoxicillin,650mg,Injection,9621
9739,Metformin,Ibuprofen,250mg,Injection,6143
9740,Amoxicillin,Ibuprofen,650mg,Capsule,16688
9741,Ibuprofen,Amoxicillin,250mg,Capsule,16268
9742,Aspirin,Paracetamol,650mg,Syrup,196
9743,Metformin,Ibuprofen,250mg,Tablet,19980
9744,Amoxicillin,Ibuprofen,5ml,Capsule,6764
9745,Ibuprofen,Amoxicillin,650mg,Tablet,8960
9746,Aspirin,Paracetamol,650mg,Tablet,16404
9747,Metformin,Amoxicillin,250mg,Capsule,5776
9748,Metformin,Cetirizine,500mg,Tablet,4773
9749,Aspirin,Paracetamol,5ml,Injection,7710
9750,Amoxicillin,Cetirizine,500mg,Tablet,4031
9751,Cetirizine,Ibuprofen,650mg,Injection,17194
9752,Cetirizine,Paracetamol,500mg,Tablet,5325
9753,Paracetamol,Paracetamol,250mg,Injection,3981
9754,Metformin,Metformin,5ml,Tablet,19042
9755,Aspirin,Aspirin,250mg,Injection,12786
9756,Aspirin,Cetirizine,5ml,Syrup,13708
9757,Metformin,Ibuprofen,650mg,Tablet,19172
9758,Metformin,Ibuprofen,500mg,Tablet,15571
9759,Paracetamol,Aspirin,5ml,Tablet,15218
9760,Ibuprofen,Paracetamol,5ml,Syrup,8318
9761,Metformin,Cetirizine,5ml,Injection,7817
9762,Ibuprofen,Metformin,5ml,Tablet,16923
9763,Amoxicillin,Cetirizine,500mg,Tablet,6172
9764,Aspirin,Amoxicillin,500mg,Capsule,9013
9765,Metformin,Metformin,500mg,Capsule,14507
9766,Amoxicillin,Metformin,5ml,Injection,5441
9767,Ibuprofen,Paracetamol,250mg,Syrup,2377
9768,Ibuprofen,Amoxicillin,650mg,Injection,4112
9769,Metformin,Paracetamol,500mg,Tablet,18996
9770,Metformin,Ibuprofen,250mg,Capsule,10559
9771,Cetirizine,Cetirizine,250mg,Syrup,2698
9772,Aspirin,Paracetamol,5ml,Tablet,16076
9773,Metformin,Ibuprofen,5ml,Syrup,3168
9774,Aspirin,Ibuprofen,650mg,Tablet,13537
9775,Ibuprofen,Metformin,5ml,Injection,10202
9776,Ibuprofen,Ibuprofen,500mg,Injection,12201
9777,Ibuprofen,Ibuprofen,5ml,Injection,14293
9778,Ibuprofen,Ibuprofen,650mg,Tablet,8671
9779,Paracetamol,Cetirizine,5ml,Tablet,14889
9780,Aspirin,Aspirin,650mg,Tablet,13011
9781,Ibuprofen,Cetirizine,5ml,Injection,14133
9782,Aspirin,Amoxicillin,500mg,Capsule,18458
9783,Cetirizine,Metformin,250mg,Syrup,17590
9784,Paracetamol,Cetirizine,250mg,Syrup,15320
9785,Cetirizine,Metformin,650mg,Capsule,13861
9786,Aspirin,Paracetamol,650mg,Injection,14180
9787,Aspirin,Cetirizine,250mg,Capsule,16642
9788,Paracetamol,Metformin,5ml,Injection,11550
9789,Metformin,Amoxicillin,250mg,Syrup,8264
9790,Paracetamol,Metformin,500mg,Syrup,3715
9791,Ibuprofen,Amoxicillin,650mg,Injection,15466
9792,Amoxicillin,Cetirizine,250mg,Tablet,12784
9793,Metformin,Aspirin,500mg,Syrup,14855
9794,Paracetamol,Amoxicillin,650mg,Injection,18116
9795,Metformin,Cetirizine,500mg,Syrup,16477
9796,Aspirin,Amoxicillin,650mg,Syrup,17043
9797,Amoxicillin,Cetirizine,250mg,Capsule,4277
9798,Paracetamol,Amoxicillin,250mg,Tablet,16108
9799,Amoxicillin,Cetirizine,250mg,Syrup,9482
9800,Paracetamol,Cetirizine,500mg,Tablet,2130
9801,Ibuprofen,Aspirin,650mg,Syrup,8044
9802,Ibuprofen,Cetirizine,650mg,Syrup,18496
9803,Paracetamol,Paracetamol,5ml,Injection,3455
9804,Amoxicillin,Amoxicillin,500mg,Syrup,14927
9805,Paracetamol,Amoxicillin,5ml,Injection,15195
9806,Metformin,Amoxicillin,650mg,Injection,14615
9807,Aspirin,Cetirizine,500mg,Syrup,15381
9808,Metformin,Amoxicillin,650mg,Capsule,2607
9809,Metformin,Metformin,500mg,Tablet,10265
9810,Cetirizine,Cetirizine,5ml,Capsule,14200
9811,Amoxicillin,Paracetamol,650mg,Syrup,17071
9812,Ibuprofen,Metformin,500mg,Injection,9206
9813,Ibuprofen,Metformin,650mg,Injection,9483
9814,Amoxicillin,Paracetamol,250mg,Capsule,2693
9815,Amoxicillin,Cetirizine,5ml,Tablet,4176
9816,Aspirin,Ibuprofen,650mg,Tablet,2797
9817,Paracetamol,Cetirizine,650mg,Injection,15125
9818,Metformin,Amoxicillin,500mg,Capsule,2570
9819,Ibuprofen,Cetirizine,650mg,Tablet,9634
9820,Amoxicillin,Cetirizine,250mg,Injection,11891
9821,Ibuprofen,Amoxicillin,250mg,Injection,3793
9822,Cetirizine,Cetirizine,500mg,Tablet,11316
9823,Aspirin,Aspirin,650mg,Tablet,19682
9824,Ibuprofen,Metformin,650mg,Tablet,5841
9825,Paracetamol,Ibuprofen,250mg,Syrup,14068
9826,Amoxicillin,Paracetamol,500mg,Capsule,4646
9827,Ibuprofen,Aspirin,650mg,Injection,14783
9828,Aspirin,Aspirin,5ml,Syrup,1011
9829,Amoxicillin,Metformin,5ml,Capsule,13939
9830,Cetirizine,Cetirizine,250mg,Capsule,423
9831,Paracetamol,Aspirin,650mg,Capsule,10471
9832,Cetirizine,Paracetamol,250mg,Tablet,17241
9833,Paracetamol,Ibuprofen,650mg,Syrup,17624
9834,Amoxicillin,Cetirizine,650mg,Tablet,6477
9835,Aspirin,Aspirin,500mg,Tablet,17991
9836,Paracetamol,Cetirizine,250mg,Tablet,17201
9837,Cetirizine,Cetirizine,250mg,Tablet,11464
9838,Cetirizine,Metformin,500mg,Tablet,1647
9839,Aspirin,Cetirizine,650mg,Capsule,4882
9840,Metformin,Amoxicillin,500mg,Capsule,11978
9841,Metformin,Cetirizine,250mg,Syrup,17778
9842,Paracetamol,Ibuprofen,650mg,Capsule,6219
9843,Aspirin,Amoxicillin,250mg,Tablet,14640
9844,Ibuprofen,Aspirin,250mg,Injection,7462
9845,Amoxicillin,Cetirizine,650mg,Capsule,11759
9846,Aspirin,Cetirizine,250mg,Tablet,671
9847,Amoxicillin,Cetirizine,650mg,Syrup,12171
9848,Aspirin,Metformin,500mg,Tablet,6425
9849,Paracetamol,Paracetamol,500mg,Capsule,2996
9850,Ibuprofen,Amoxicillin,650mg,Capsule,2005
9851,Cetirizine,Ibuprofen,250mg,Syrup,7210
9852,Paracetamol,Ibuprofen,250mg,Syrup,17722
9853,Cetirizine,Amoxicillin,250mg,Capsule,8351
9854,Paracetamol,Paracetamol,5ml,Capsule,16465
9855,Metformin,Ibuprofen,5ml,Syrup,5942
9856,Metformin,Cetirizine,5ml,Syrup,6255
9857,Aspirin,Ibuprofen,650mg,Injection,13412
9858,Amoxicillin,Metformin,500mg,Capsule,12545
9859,Cetirizine,Metformin,500mg,Injection,6821
9860,Metformin,Cetirizine,250mg,Syrup,9846
9861,Amoxicillin,Aspirin,250mg,Tablet,18312
9862,Aspirin,Cetirizine,5ml,Syrup,8574
9863,Aspirin,Amoxicillin,650mg,Injection,11683
